OG,FG,ABV,IBU,Color,Efficiency,SugarScale,BrewMethod,Style
1.069,1.016,6.97,101.09,13.07,70.0,Specific Gravity,All Grain,American Amber Ale
1.054,1.015,5.33,43.1,9.09,70.0,Specific Gravity,BIAB,American Pale Ale
1.058,1.014,5.81,37.73,38.45,83.0,Specific Gravity,All Grain,Robust Porter
1.077,1.0190000000000001,8.08,130.47,13.3,60.0,Specific Gravity,All Grain,Imperial IPA
1.0859999999999999,1.021,8.43,19.95,11.51,70.0,Specific Gravity,All Grain,Saison
1.064,1.014,6.56,55.41,8.02,65.0,Specific Gravity,All Grain,American IPA
1.0590000000000002,1.015,5.66,25.49,18.39,70.0,Specific Gravity,All Grain,Irish Red Ale
1.064,1.013,6.68,75.55,5.89,70.0,Specific Gravity,All Grain,Imperial IPA
1.085,1.018,8.75,251.23,6.37,90.0,Specific Gravity,All Grain,Imperial IPA
1.0659999999999998,1.016,6.46,70.37,8.25,80.0,Specific Gravity,All Grain,American IPA
1.082,1.021,8.09,103.51,10.97,78.0,Specific Gravity,All Grain,Imperial IPA
1.046,1.008,4.91,45.02,11.11,72.0,Specific Gravity,All Grain,American Amber Ale
1.0659999999999998,1.02,6.1,48.95,6.44,75.0,Specific Gravity,All Grain,American IPA
1.053,1.0090000000000001,5.73,33.81,4.63,70.0,Specific Gravity,All Grain,Saison
1.071,1.025,5.96,33.24,34.96,74.0,Specific Gravity,All Grain,Oatmeal Stout
1.057,1.014,5.56,39.28,7.81,72.0,Specific Gravity,All Grain,American Pale Ale
1.169,1.025,18.81,160.74,40.0,80.0,Specific Gravity,All Grain,Russian Imperial Stout
1.06,1.0170000000000001,5.69,12.96,9.27,56.0,Specific Gravity,All Grain,American Pale Ale
1.064,1.014,6.54,69.39,6.04,70.0,Specific Gravity,All Grain,American IPA
1.091,1.025,8.56,48.98,31.66,71.0,Specific Gravity,All Grain,American Brown Ale
1.056,1.016,5.27,47.22,18.03,70.0,Specific Gravity,All Grain,American Amber Ale
1.054,1.013,5.28,74.67,13.29,70.0,Specific Gravity,All Grain,American IPA
1.056,1.006,6.66,22.43,9.97,70.0,Specific Gravity,BIAB,Saison
1.082,1.02,8.05,56.58,5.58,48.0,Specific Gravity,All Grain,American IPA
1.05,1.013,4.82,20.78,24.17,70.0,Specific Gravity,All Grain,American Brown Ale
1.058,1.015,5.61,47.99,4.3,60.0,Specific Gravity,All Grain,American Pale Ale
1.05,1.0090000000000001,5.42,23.92,5.62,70.0,Specific Gravity,All Grain,Saison
1.061,1.013,6.23,30.98,3.84,70.0,Specific Gravity,All Grain,Saison
1.091,1.015,10.01,129.85,7.89,75.0,Specific Gravity,All Grain,American IPA
1.0659999999999998,1.015,6.73,110.6,7.04,75.0,Specific Gravity,All Grain,American IPA
1.077,1.013,8.34,106.28,7.16,73.0,Specific Gravity,All Grain,Imperial IPA
1.053,1.013,5.31,66.0,8.89,70.0,Specific Gravity,All Grain,California Common Beer
1.05,1.012,4.9,29.72,3.37,74.0,Specific Gravity,All Grain,American Pale Ale
1.055,1.014,5.43,22.5,9.11,66.0,Specific Gravity,All Grain,American Pale Ale
1.06,1.016,5.69,49.28,16.65,75.0,Specific Gravity,BIAB,American IPA
1.051,1.015,4.78,24.44,36.33,69.0,Specific Gravity,All Grain,Oatmeal Stout
1.06,1.014,6.09,38.22,5.5,70.0,Specific Gravity,All Grain,American Pale Ale
1.063,1.015,6.31,60.94,6.5,73.0,Specific Gravity,BIAB,American IPA
1.071,1.0170000000000001,7.09,101.27,6.1,70.0,Specific Gravity,Partial Mash,American IPA
1.051,1.013,5.0,15.27,3.63,75.0,Specific Gravity,extract,Weizen/Weissbier
1.048,1.012,4.82,49.63,5.74,70.0,Specific Gravity,BIAB,American Pale Ale
1.053,1.015,5.0,64.13,13.69,70.0,Specific Gravity,All Grain,American Amber Ale
1.089,1.021,8.89,112.72,9.31,75.0,Specific Gravity,All Grain,Imperial IPA
1.064,1.018,6.0,35.03,13.25,75.0,Specific Gravity,BIAB,American Amber Ale
1.063,1.016,6.16,0.0,6.99,75.0,Specific Gravity,All Grain,Blonde Ale
1.084,1.015,9.07,59.5,49.67,70.0,Specific Gravity,All Grain,Russian Imperial Stout
1.052,1.013,5.14,36.89,8.02,76.0,Specific Gravity,All Grain,American Pale Ale
1.054,1.011,5.72,28.27,17.67,60.0,Specific Gravity,All Grain,Irish Red Ale
1.062,1.02,5.48,28.16,22.28,70.0,Specific Gravity,BIAB,Irish Red Ale
1.055,1.003,6.87,31.14,7.83,63.0,Specific Gravity,BIAB,Saison
1.053,1.015,5.04,37.11,24.9,70.0,Specific Gravity,Partial Mash,Robust Porter
1.072,1.021,6.66,35.41,40.0,65.0,Specific Gravity,All Grain,Sweet Stout
1.091,1.0070000000000001,11.11,348.87,6.12,85.0,Specific Gravity,All Grain,Imperial IPA
1.044,1.011,4.34,19.34,3.57,60.0,Specific Gravity,All Grain,Weizen/Weissbier
1.052,1.012,5.18,19.2,17.92,70.0,Specific Gravity,BIAB,Irish Red Ale
1.006,1.002,0.62,106.6,40.0,70.0,Specific Gravity,All Grain,American IPA
1.042,1.011,4.13,19.68,3.86,70.0,Specific Gravity,extract,Blonde Ale
1.058,1.01,6.34,65.38,10.38,72.0,Specific Gravity,All Grain,American IPA
1.061,1.016,5.99,45.76,33.97,75.0,Specific Gravity,All Grain,Robust Porter
1.0659999999999998,1.016,6.47,61.32,8.65,75.0,Specific Gravity,All Grain,American IPA
14.0295,2.64942,6.12,31.99,4.68,60.0,Plato,All Grain,American Pale Ale
1.088,1.022,8.67,33.9,5.64,70.0,Specific Gravity,All Grain,Witbier
1.051,1.0170000000000001,4.43,55.59,10.66,65.0,Specific Gravity,All Grain,American Pale Ale
1.047,1.01,4.93,28.17,8.91,75.0,Specific Gravity,All Grain,American Pale Ale
1.092,1.0190000000000001,9.55,27.12,40.0,75.0,Specific Gravity,All Grain,Sweet Stout
1.048,1.01,4.87,20.0,4.53,25.0,Specific Gravity,extract,Blonde Ale
1.046,1.011,4.62,27.46,4.69,50.0,Specific Gravity,extract,Blonde Ale
1.058,1.01,6.29,57.79,4.3,70.0,Specific Gravity,All Grain,American IPA
1.109,1.026,10.96,767.47,40.0,75.0,Specific Gravity,All Grain,American IPA
1.047,1.012,4.61,12.89,3.1,80.0,Specific Gravity,All Grain,Weizen/Weissbier
1.1059999999999999,1.025,10.62,123.44,40.0,75.0,Specific Gravity,All Grain,Robust Porter
1.061,1.01,6.63,50.28,6.61,70.0,Specific Gravity,All Grain,American IPA
1.094,1.023,9.21,151.67,10.26,70.0,Specific Gravity,Partial Mash,Imperial IPA
1.071,1.02,6.68,44.32,27.44,70.0,Specific Gravity,All Grain,Irish Red Ale
1.0590000000000002,1.011,6.3,35.58,6.57,78.0,Specific Gravity,All Grain,American Pale Ale
1.054,1.011,5.56,29.15,24.44,70.0,Specific Gravity,BIAB,American Brown Ale
1.081,1.02,8.08,172.09,5.19,70.0,Specific Gravity,All Grain,American IPA
1.065,1.013,6.85,71.86,6.89,74.0,Specific Gravity,All Grain,American IPA
1.061,1.014,6.13,29.16,37.22,72.0,Specific Gravity,All Grain,Sweet Stout
1.065,1.0190000000000001,6.03,70.66,7.98,75.0,Specific Gravity,All Grain,American IPA
1.056,1.01,5.95,0.62,6.08,70.0,Specific Gravity,All Grain,American IPA
1.074,1.011,8.23,110.3,6.57,35.0,Specific Gravity,Partial Mash,Imperial IPA
1.079,1.015,8.5,73.65,31.84,70.0,Specific Gravity,All Grain,Imperial IPA
1.064,1.018,6.07,39.17,32.4,73.0,Specific Gravity,All Grain,Oatmeal Stout
1.051,1.012,5.19,30.05,16.02,70.0,Specific Gravity,All Grain,American Amber Ale
1.074,1.024,6.58,46.09,42.11,65.0,Specific Gravity,All Grain,Sweet Stout
1.062,1.012,6.53,38.5,4.24,35.0,Specific Gravity,extract,American IPA
1.061,1.015,6.04,48.56,8.23,80.0,Specific Gravity,BIAB,American Pale Ale
1.08,1.022,7.57,44.41,40.0,70.0,Specific Gravity,Partial Mash,Oatmeal Stout
1.045,1.011,4.51,23.11,3.62,70.0,Specific Gravity,All Grain,California Common Beer
1.05,1.01,5.21,11.97,2.91,75.0,Specific Gravity,All Grain,Weissbier
1.047,1.008,5.09,40.12,3.28,72.0,Specific Gravity,BIAB,American Pale Ale
1.073,1.013,7.9,71.14,8.19,65.0,Specific Gravity,All Grain,American IPA
1.052,1.015,4.92,0.0,3.79,35.0,Specific Gravity,extract,Weizen/Weissbier
1.0590000000000002,1.014,5.87,32.57,14.43,80.0,Specific Gravity,BIAB,American Amber Ale
1.105,1.026,10.36,51.68,40.0,70.0,Specific Gravity,All Grain,Oatmeal Stout
1.072,1.018,7.07,35.16,22.88,77.0,Specific Gravity,All Grain,American Brown Ale
1.065,1.012,7.03,64.6,5.45,70.0,Specific Gravity,BIAB,American IPA
1.0490000000000002,1.01,5.2,0.0,4.1,64.0,Specific Gravity,All Grain,Kölsch
1.063,1.014,6.46,59.19,5.36,73.0,Specific Gravity,BIAB,American IPA
1.088,1.0190000000000001,9.78,145.19,6.68,85.0,Specific Gravity,All Grain,Double IPA
25.5972,4.59445,11.86,103.34,50.0,75.0,Plato,All Grain,Russian Imperial Stout
1.057,1.015,5.54,25.39,4.77,75.0,Specific Gravity,All Grain,Blonde Ale
1.099,1.015,11.09,200.66,8.03,70.0,Specific Gravity,Partial Mash,Imperial IPA
1.046,1.008,5.03,18.2,5.53,58.0,Specific Gravity,All Grain,Witbier
1.033,1.008,3.32,5.55,2.34,84.0,Specific Gravity,All Grain,American Light Lager
1.058,1.016,5.52,20.78,17.32,70.0,Specific Gravity,All Grain,Irish Red Ale
1.068,1.018,6.59,33.84,4.12,70.0,Specific Gravity,Partial Mash,Saison
1.051,1.014,4.86,62.03,3.77,67.0,Specific Gravity,All Grain,American IPA
1.092,1.0190000000000001,10.45,127.37,10.33,69.0,Specific Gravity,All Grain,Imperial IPA
1.067,1.016,6.72,46.09,12.75,66.0,Specific Gravity,BIAB,American IPA
1.047,1.01,4.81,14.17,3.53,73.0,Specific Gravity,All Grain,Witbier
1.057,1.014,5.58,0.0,18.0,70.0,Specific Gravity,All Grain,American Brown Ale
1.055,1.013,5.57,37.77,22.89,70.0,Specific Gravity,All Grain,American Brown Ale
1.043,1.01,4.33,25.63,6.47,66.0,Specific Gravity,BIAB,Witbier
1.07,1.018,6.9,31.14,27.3,35.0,Specific Gravity,extract,Weizen/Weissbier
1.061,1.02,5.41,77.93,5.44,75.0,Specific Gravity,All Grain,American IPA
1.057,1.018,5.19,56.49,3.9,70.0,Specific Gravity,All Grain,American Pale Ale
1.05,1.011,5.08,50.38,5.4,73.0,Specific Gravity,BIAB,American Pale Ale
1.067,1.014,6.94,99.37,6.86,45.0,Specific Gravity,Partial Mash,American IPA
1.079,1.0270000000000001,6.92,66.7,7.03,77.0,Specific Gravity,All Grain,American IPA
1.045,1.0090000000000001,4.78,49.2,13.96,70.0,Specific Gravity,All Grain,American Amber Ale
1.056,1.014,5.51,30.49,3.86,35.0,Specific Gravity,extract,Weizen/Weissbier
1.071,1.02,6.68,44.49,40.0,65.0,Specific Gravity,BIAB,American Stout
1.082,1.018,8.49,61.1,13.66,70.0,Specific Gravity,BIAB,Double IPA
1.057,1.013,5.76,31.16,22.91,60.0,Specific Gravity,Partial Mash,American Brown Ale
1.071,1.018,7.03,90.04,9.07,35.0,Specific Gravity,extract,American IPA
1.061,1.018,5.6,32.35,28.58,35.0,Specific Gravity,extract,Sweet Stout
1.048,1.013,4.69,21.22,3.3,60.0,Specific Gravity,All Grain,Witbier
1.114,1.0290000000000001,11.08,198.51,40.0,40.0,Specific Gravity,Partial Mash,Russian Imperial Stout
1.068,1.0190000000000001,6.46,55.92,4.65,70.0,Specific Gravity,extract,American IPA
1.053,1.011,5.4,36.92,5.94,72.0,Specific Gravity,All Grain,American Pale Ale
1.084,1.0190000000000001,8.57,42.29,11.22,80.0,Specific Gravity,All Grain,American IPA
1.047,1.012,4.63,24.89,3.78,75.0,Specific Gravity,BIAB,Kölsch
1.072,1.013,7.76,140.13,5.47,80.0,Specific Gravity,All Grain,American IPA
1.0490000000000002,1.013,4.75,87.11,3.74,75.0,Specific Gravity,All Grain,American IPA
1.1159999999999999,1.031,11.1,136.03,31.03,85.0,Specific Gravity,All Grain,Russian Imperial Stout
1.0590000000000002,1.014,5.87,24.95,12.11,75.0,Specific Gravity,Partial Mash,American Pale Ale
1.042,1.0070000000000001,4.53,34.63,2.94,70.0,Specific Gravity,All Grain,Saison
1.052,1.013,5.19,23.47,15.3,72.0,Specific Gravity,All Grain,Irish Red Ale
14.3395,2.83333,6.2,49.13,6.49,85.0,Plato,All Grain,American IPA
1.082,1.0190000000000001,8.21,34.11,40.0,70.0,Specific Gravity,All Grain,Robust Porter
1.058,1.012,6.2,21.65,27.35,78.0,Specific Gravity,All Grain,Oatmeal Stout
1.051,1.012,5.13,17.41,3.66,80.0,Specific Gravity,All Grain,Witbier
1.061,1.015,5.96,54.07,10.44,80.0,Specific Gravity,BIAB,American IPA
1.057,1.013,5.65,40.78,4.78,84.0,Specific Gravity,BIAB,American IPA
1.061,1.015,6.25,50.9,23.26,65.0,Specific Gravity,All Grain,American Amber Ale
1.057,1.012,5.91,58.56,8.06,35.0,Specific Gravity,extract,American IPA
1.074,1.018,7.43,0.0,11.7,68.0,Specific Gravity,Partial Mash,American IPA
1.085,1.024,8.05,166.82,40.0,30.0,Specific Gravity,extract,Imperial IPA
1.05,1.01,5.31,43.53,7.35,75.0,Specific Gravity,All Grain,American IPA
1.056,1.011,5.88,56.87,8.02,80.0,Specific Gravity,All Grain,American IPA
1.1059999999999999,1.025,10.62,118.03,40.0,75.0,Specific Gravity,All Grain,Robust Porter
1.067,1.026,5.42,30.44,40.0,70.0,Specific Gravity,All Grain,Sweet Stout
1.061,1.011,6.61,54.34,13.59,75.0,Specific Gravity,BIAB,American IPA
1.064,1.015,6.42,47.16,7.92,67.0,Specific Gravity,All Grain,American Pale Ale
1.057,1.011,6.06,30.41,7.01,35.0,Specific Gravity,extract,American Amber Ale
1.065,1.013,6.78,85.25,40.0,70.0,Specific Gravity,All Grain,American Stout
1.057,1.013,5.78,37.13,12.95,76.0,Specific Gravity,All Grain,American Amber Ale
1.047,1.013,4.44,39.71,16.27,70.0,Specific Gravity,All Grain,American Brown Ale
1.062,1.011,6.69,25.71,5.25,78.0,Specific Gravity,All Grain,Saison
1.055,1.014,5.37,47.34,34.63,70.0,Specific Gravity,Partial Mash,Robust Porter
1.084,1.022,8.18,84.83,49.39,65.0,Specific Gravity,BIAB,Russian Imperial Stout
1.054,1.012,5.49,40.74,30.03,70.0,Specific Gravity,BIAB,American Stout
1.079,1.0270000000000001,6.84,27.76,34.76,60.0,Specific Gravity,All Grain,Sweet Stout
1.051,1.014,4.76,27.2,40.0,68.0,Specific Gravity,BIAB,Oatmeal Stout
1.064,1.016,6.27,31.39,7.75,35.0,Specific Gravity,extract,Saison
1.034,1.008,3.46,40.12,6.67,75.0,Specific Gravity,All Grain,Blonde Ale
1.045,1.011,4.41,12.11,3.67,60.0,Specific Gravity,BIAB,Weizen/Weissbier
1.05,1.012,4.96,16.37,3.39,70.0,Specific Gravity,All Grain,Weizen/Weissbier
1.0490000000000002,1.011,4.95,38.95,7.46,70.0,Specific Gravity,All Grain,American Pale Ale
1.048,1.01,5.0,30.57,5.39,70.0,Specific Gravity,All Grain,American Pale Ale
1.111,1.031,10.52,110.64,40.0,70.0,Specific Gravity,All Grain,Russian Imperial Stout
1.095,1.0270000000000001,8.97,113.13,40.0,65.0,Specific Gravity,All Grain,Russian Imperial Stout
1.065,1.018,6.11,25.08,5.64,65.0,Specific Gravity,All Grain,Saison
1.061,1.015,5.97,0.0,11.89,75.0,Specific Gravity,All Grain,American IPA
1.05,1.013,4.94,29.25,30.85,70.0,Specific Gravity,All Grain,Robust Porter
1.0659999999999998,1.014,6.86,57.84,11.19,80.0,Specific Gravity,All Grain,American IPA
1.053,1.013,5.26,24.57,3.34,70.0,Specific Gravity,All Grain,Witbier
1.092,1.023,9.02,0.0,53.1,75.0,Specific Gravity,All Grain,Russian Imperial Stout
1.05,1.012,4.88,29.71,3.83,68.0,Specific Gravity,All Grain,Kölsch
1.058,1.016,5.52,18.2,8.01,81.0,Specific Gravity,All Grain,Weizen/Weissbier
1.055,1.004,6.74,47.77,6.0,73.0,Specific Gravity,All Grain,Saison
1.061,1.012,6.46,60.55,7.43,80.0,Specific Gravity,BIAB,American IPA
1.0590000000000002,1.0090000000000001,6.58,95.41,4.43,80.0,Specific Gravity,All Grain,Saison
1.051,1.013,5.05,14.56,5.77,50.0,Specific Gravity,extract,Blonde Ale
1.048,1.012,4.72,14.98,2.88,74.0,Specific Gravity,All Grain,Weizen/Weissbier
1.051,1.012,5.08,41.46,10.88,75.0,Specific Gravity,All Grain,American Pale Ale
1.074,1.0170000000000001,7.47,46.42,6.34,35.0,Specific Gravity,extract,American IPA
1.054,1.015,5.01,18.43,3.81,80.0,Specific Gravity,All Grain,Witbier
1.065,1.014,6.74,36.84,27.26,72.0,Specific Gravity,BIAB,Robust Porter
1.055,1.013,5.54,41.59,10.33,70.0,Specific Gravity,extract,American IPA
1.079,1.02,7.75,37.37,5.3,75.0,Specific Gravity,Partial Mash,Weizen/Weissbier
1.088,1.0270000000000001,8.06,29.0,5.18,75.0,Specific Gravity,All Grain,American IPA
1.062,1.016,6.14,58.26,10.25,35.0,Specific Gravity,extract,American IPA
1.063,1.013,6.59,54.72,6.35,75.0,Specific Gravity,All Grain,American IPA
1.073,1.018,7.15,78.49,10.72,75.0,Specific Gravity,All Grain,American Pale Ale
1.062,1.006,7.3,64.78,4.41,63.0,Specific Gravity,All Grain,Saison
1.058,1.016,5.52,14.25,3.69,80.0,Specific Gravity,BIAB,Witbier
1.057,1.011,6.01,62.41,7.68,50.0,Specific Gravity,extract,American IPA
1.052,1.011,5.33,26.8,3.19,70.0,Specific Gravity,All Grain,Witbier
1.063,1.016,6.15,39.13,38.37,70.0,Specific Gravity,All Grain,Oatmeal Stout
1.05,1.008,5.52,42.15,11.38,62.0,Specific Gravity,All Grain,American Pale Ale
1.051,1.013,5.0,28.64,16.06,70.0,Specific Gravity,All Grain,Irish Red Ale
1.05,1.01,5.21,42.03,6.66,70.0,Specific Gravity,BIAB,American Pale Ale
1.057,1.012,5.93,51.5,8.38,77.0,Specific Gravity,All Grain,American Pale Ale
1.055,1.015,5.29,30.29,44.92,75.0,Specific Gravity,BIAB,Sweet Stout
1.062,1.02,5.47,28.89,5.49,70.0,Specific Gravity,All Grain,Kölsch
1.075,1.021,7.59,42.23,21.61,75.0,Specific Gravity,All Grain,American IPA
1.068,1.0170000000000001,6.66,80.91,40.0,70.0,Specific Gravity,extract,American IPA
1.058,1.016,5.47,54.16,7.07,70.0,Specific Gravity,All Grain,American IPA
1.045,1.0090000000000001,4.66,26.81,3.42,73.0,Specific Gravity,All Grain,Blonde Ale
1.063,1.018,5.99,65.83,4.06,73.0,Specific Gravity,All Grain,American IPA
1.061,1.013,6.25,91.14,12.49,70.0,Specific Gravity,All Grain,American IPA
1.057,1.015,5.49,29.1,34.2,70.0,Specific Gravity,Partial Mash,American Brown Ale
1.051,1.013,5.04,42.41,2.8,35.0,Specific Gravity,extract,American Pale Ale
1.068,1.015,7.05,34.82,5.53,65.0,Specific Gravity,All Grain,Saison
1.065,1.021,6.09,84.28,6.87,75.0,Specific Gravity,All Grain,American IPA
1.061,1.014,6.08,26.94,35.81,83.0,Specific Gravity,All Grain,Oatmeal Stout
1.0759999999999998,1.021,7.28,36.59,13.7,80.0,Specific Gravity,All Grain,Irish Red Ale
1.069,1.015,7.1,70.32,7.86,70.0,Specific Gravity,All Grain,American IPA
1.054,1.015,5.1,15.63,4.26,70.0,Specific Gravity,All Grain,Witbier
1.071,1.0170000000000001,7.09,54.03,8.02,35.0,Specific Gravity,extract,American IPA
1.063,1.012,6.73,146.09,6.06,75.0,Specific Gravity,All Grain,American IPA
1.058,1.016,5.42,35.91,15.5,70.0,Specific Gravity,All Grain,Irish Red Ale
1.077,1.018,7.74,44.17,34.62,70.0,Specific Gravity,All Grain,American IPA
1.056,1.0170000000000001,5.11,19.73,4.64,70.0,Specific Gravity,All Grain,Blonde Ale
1.058,1.016,5.53,27.23,14.51,80.0,Specific Gravity,All Grain,American Amber Ale
1.062,1.0170000000000001,5.89,132.7,10.05,70.0,Specific Gravity,All Grain,American IPA
1.048,1.01,4.98,26.23,2.93,73.0,Specific Gravity,All Grain,Kölsch
1.084,1.015,9.08,142.26,6.6,72.0,Specific Gravity,All Grain,American IPA
1.09,1.021,9.04,247.9,7.28,70.0,Specific Gravity,BIAB,Imperial IPA
1.0490000000000002,1.012,4.96,35.22,6.5,82.0,Specific Gravity,All Grain,American Pale Ale
1.082,1.0170000000000001,8.59,129.19,9.08,35.0,Specific Gravity,extract,Imperial IPA
1.087,1.0190000000000001,9.03,49.07,11.34,70.0,Specific Gravity,All Grain,Imperial IPA
1.051,1.013,4.98,20.77,13.7,69.0,Specific Gravity,All Grain,Irish Red Ale
1.058,1.014,5.74,37.77,5.88,70.0,Specific Gravity,BIAB,American Pale Ale
1.071,1.013,7.56,23.69,4.17,70.0,Specific Gravity,All Grain,Saison
1.101,1.031,9.14,136.33,31.29,70.0,Specific Gravity,extract,Robust Porter
1.058,1.0170000000000001,5.29,37.89,6.33,65.0,Specific Gravity,All Grain,Saison
1.057,1.014,5.66,7.89,4.0,75.0,Specific Gravity,All Grain,Witbier
1.068,1.012,7.39,73.72,14.85,67.0,Specific Gravity,BIAB,American IPA
1.072,1.0170000000000001,7.26,74.79,15.87,70.0,Specific Gravity,extract,American IPA
1.045,1.011,4.48,19.68,4.15,75.0,Specific Gravity,All Grain,Blonde Ale
1.064,1.018,6.07,48.84,10.19,75.0,Specific Gravity,All Grain,American IPA
1.052,1.012,5.27,30.16,13.96,60.0,Specific Gravity,All Grain,Irish Red Ale
1.0590000000000002,1.018,5.42,39.31,34.52,65.0,Specific Gravity,All Grain,Oatmeal Stout
1.07,1.018,6.82,51.27,8.96,70.0,Specific Gravity,All Grain,American IPA
1.077,1.0170000000000001,7.81,164.83,11.44,70.0,Specific Gravity,All Grain,American IPA
1.07,1.015,7.16,37.07,4.28,70.0,Specific Gravity,Partial Mash,Saison
1.082,1.0190000000000001,8.23,69.91,11.21,70.0,Specific Gravity,All Grain,Imperial IPA
1.056,1.014,5.54,17.0,4.53,35.0,Specific Gravity,extract,Witbier
1.05,1.013,4.97,29.67,3.74,70.0,Specific Gravity,Partial Mash,Kölsch
1.062,1.0170000000000001,5.83,49.3,8.98,65.0,Specific Gravity,extract,American IPA
1.081,1.018,8.19,105.22,4.83,70.0,Specific Gravity,All Grain,Imperial IPA
1.0490000000000002,1.01,5.06,34.95,5.54,66.0,Specific Gravity,BIAB,American Pale Ale
1.06,1.02,5.34,29.84,40.0,60.0,Specific Gravity,BIAB,Robust Porter
1.06,1.016,5.76,36.91,16.86,40.0,Specific Gravity,extract,Irish Red Ale
1.084,1.014,9.14,134.55,12.44,70.0,Specific Gravity,All Grain,Imperial IPA
1.092,1.026,8.67,84.78,40.0,70.0,Specific Gravity,All Grain,American Stout
1.0590000000000002,1.014,5.91,35.24,27.8,65.0,Specific Gravity,BIAB,Robust Porter
1.078,1.016,8.21,92.18,8.43,80.0,Specific Gravity,All Grain,Imperial IPA
1.08,1.0170000000000001,8.31,67.07,35.91,70.0,Specific Gravity,All Grain,Russian Imperial Stout
1.053,1.016,4.87,36.19,28.26,25.0,Specific Gravity,extract,American Brown Ale
1.05,1.014,4.74,18.05,33.63,75.0,Specific Gravity,All Grain,Sweet Stout
1.065,1.0190000000000001,6.09,79.16,40.0,70.0,Specific Gravity,All Grain,Sweet Stout
1.056,1.011,5.99,22.09,25.14,35.0,Specific Gravity,extract,American Brown Ale
1.055,1.016,5.07,41.95,40.0,70.0,Specific Gravity,Partial Mash,Robust Porter
1.056,1.011,5.95,30.77,44.33,75.0,Specific Gravity,BIAB,Sweet Stout
1.083,1.023,7.81,137.97,8.17,60.0,Specific Gravity,All Grain,Imperial IPA
1.077,1.018,7.77,72.58,9.65,75.0,Specific Gravity,extract,Imperial IPA
1.073,1.0070000000000001,8.6,241.38,8.81,70.0,Specific Gravity,All Grain,Imperial IPA
1.052,1.013,5.1,32.01,3.81,76.0,Specific Gravity,All Grain,Kölsch
1.048,1.011,4.89,17.85,3.14,35.0,Specific Gravity,extract,Blonde Ale
1.038,1.0070000000000001,4.11,32.95,7.01,65.0,Specific Gravity,BIAB,American Amber Ale
1.051,1.012,5.07,21.3,4.72,70.0,Specific Gravity,BIAB,Weizen/Weissbier
1.079,1.015,8.36,60.12,7.41,75.0,Specific Gravity,All Grain,American IPA
1.07,1.02,6.65,38.27,21.0,75.0,Specific Gravity,All Grain,American Amber Ale
1.107,1.0270000000000001,10.58,99.25,40.0,65.0,Specific Gravity,BIAB,Russian Imperial Stout
23.174,3.72339,11.86,240.29,6.46,80.0,Plato,All Grain,Imperial IPA
