title,dept,salary,race,gender,experience,experience_level
JAIL ATTENDANT,Houston Police Department-HPD,35318.0,Black,Female,8,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,23,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,31,Veteran
AIRPORT OPERATIONS SPECIALIST,Houston Airport System (HAS),45240.0,Black,Male,32,Veteran
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,38,Veteran
FIRE FIGHTER,Houston Fire Department (HFD),57815.0,Black,Male,15,Experienced
SANITARIAN III,Public Works & Engineering-PWE,53373.0,Asian,Male,22,Veteran
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Hispanic,Male,2,Novice
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,Hispanic,Male,7,Novice
SUPERVISING ENGINEER,Public Works & Engineering-PWE,98895.0,White,Male,0,Novice
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Female,7,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,25,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,30,Veteran
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,25,Veteran
SENIOR CUSTOMER SERVICE CLERK,Health & Human Services,33675.0,Black,Female,3,Novice
CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,36629.0,Black,Female,17,Experienced
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,4,Novice
SENIOR AIRCRAFT MECHANIC,Houston Police Department-HPD,61755.0,White,Male,36,Veteran
INSPECTOR,Houston Fire Department (HFD),70181.0,White,Male,20,Veteran
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,10,Experienced
INVESTIGATOR,Houston Fire Department (HFD),70181.0,Hispanic,Male,33,Veteran
SANITARIAN III,Health & Human Services,54288.0,Asian,Male,19,Veteran
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,14,Experienced
INSPECTOR,Public Works & Engineering-PWE,53123.0,White,Male,4,Novice
POLICE CAPTAIN,Houston Police Department-HPD,104455.0,White,Male,31,Veteran
PUBLIC WORKS MAINTENANCE MANAGER,Public Works & Engineering-PWE,83734.0,White,Male,10,Experienced
CARPENTER,Houston Airport System (HAS),42099.0,Hispanic,Male,7,Novice
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,White,Male,0,Novice
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,20,Veteran
RECREATION ASSISTANT,Parks & Recreation,26125.0,White,Male,8,Novice
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,White,Male,14,Experienced
FINANCIAL ANALYST III,Public Works & Engineering-PWE,52832.0,Black,Male,10,Experienced
ADMINISTRATIVE SPECIALIST,Parks & Recreation,54607.0,Hispanic,Female,19,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Hispanic,Male,17,Experienced
CUSTOMER SERVICE SECTION CHIEF,Public Works & Engineering-PWE,53061.0,White,Female,8,Novice
SENIOR PLANT OPERATOR,Public Works & Engineering-PWE,45926.0,Black,Male,10,Experienced
POLICE OFFICER,Houston Police Department-HPD,60347.0,Black,Female,10,Experienced
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,31,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,27,Veteran
INSPECTOR,Public Works & Engineering-PWE,57928.0,White,Male,20,Veteran
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000.0,White,Male,1,Novice
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,18,Experienced
FIRE FIGHTER,Houston Fire Department (HFD),57815.0,Black,Male,15,Experienced
CRIMINAL INTELLIGENCE ANALYST,Houston Police Department-HPD,55411.0,White,Female,2,Novice
POLICE OFFICER,Houston Police Department-HPD,55461.0,Black,Male,9,Experienced
UTILITY WORKER,Public Works & Engineering-PWE,31450.0,Black,Male,4,Novice
INSPECTOR,Public Works & Engineering-PWE,54600.0,White,Male,8,Novice
EQUIPMENT WORKER,Public Works & Engineering-PWE,33987.0,Black,Male,9,Experienced
SENIOR GIS TECHNICIAN,Houston Police Department-HPD,45344.0,White,Male,23,Veteran
INSPECTOR,Public Works & Engineering-PWE,51584.0,White,Male,3,Novice
JAIL ATTENDANT,Houston Police Department-HPD,37336.0,Black,Female,8,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,24,Veteran
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,White,Male,9,Experienced
ADMINISTRATIVE ASSISTANT,Public Works & Engineering-PWE,39270.0,Black,Female,7,Novice
FIELD SUPERVISOR,Parks & Recreation,38147.0,Black,Male,17,Experienced
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,15,Experienced
FIRE FIGHTER,Houston Fire Department (HFD),57815.0,White,Male,15,Experienced
POLICE OFFICER,Houston Police Department-HPD,60347.0,Hispanic,Male,9,Experienced
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,35,Veteran
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,34,Veteran
GRADUATE ENGINEER,Public Works & Engineering-PWE,52582.0,White,Male,1,Novice
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,Hispanic,Male,10,Experienced
AIRPORT BUSINESS DEVELOPMENT COORDINATOR,Houston Airport System (HAS),96157.0,Hispanic,Female,7,Novice
MANAGING ENGINEER,Public Works & Engineering-PWE,91063.0,White,Male,25,Veteran
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,7,Novice
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,5,Novice
SENIOR CUSTOMER SERVICE CLERK,Health & Human Services,36941.0,Black,Female,7,Novice
EXECUTIVE OFFICE ASSISTANT,Public Works & Engineering-PWE,45240.0,Black,Female,16,Experienced
AIRPORT OPERATIONS ASSISTANT,Houston Airport System (HAS),37752.0,Black,Female,13,Experienced
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,24,Veteran
MANAGING ENGINEER,Houston Airport System (HAS),103427.0,White,Male,4,Novice
EQUIPMENT WORKER,Parks & Recreation,30347.0,Black,Female,8,Novice
FIELD SUPERVISOR,Public Works & Engineering-PWE,43326.0,Black,Male,4,Novice
FIELD SUPERVISOR,Public Works & Engineering-PWE,44658.0,Hispanic,Male,35,Veteran
SENIOR INVENTORY MANAGEMENT CLERK,Houston Fire Department (HFD),33405.0,Black,Female,1,Novice
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,13,Experienced
SENIOR INSPECTOR,Public Works & Engineering-PWE,53373.0,Black,Male,25,Veteran
UTILITY WORKER,Public Works & Engineering-PWE,31450.0,Black,Male,3,Novice
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,15,Experienced
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Black,Male,30,Veteran
UTILITY WORKER,Public Works & Engineering-PWE,34320.0,Black,Male,3,Novice
POLICE SERGEANT,Houston Police Department-HPD,77076.0,White,Female,15,Experienced
AIRPORT OPERATIONS ASSISTANT,Houston Airport System (HAS),33613.0,Black,Female,10,Experienced
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Female,5,Novice
POLICE OFFICER,Houston Police Department-HPD,47650.0,Asian,Male,5,Novice
LABORER,Public Works & Engineering-PWE,26125.0,Black,Male,1,Novice
URBAN PARK RANGER,Parks & Recreation,29682.0,White,Male,8,Novice
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,9,Experienced
JAIL ATTENDANT,Houston Police Department-HPD,37024.0,Black,Male,9,Experienced
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,Hispanic,Male,13,Experienced
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,26,Veteran
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,20,Veteran
SENIOR PROJECT MANAGER,Public Works & Engineering-PWE,73193.0,Black,Male,23,Veteran
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,Black,Male,7,Novice
UTILITY WORKER,Public Works & Engineering-PWE,30139.0,Black,Male,8,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Black,Male,20,Veteran
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,White,Male,4,Novice
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,White,Male,27,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,19,Veteran
AIRPORT OPERATIONS ASSISTANT,Houston Airport System (HAS),35485.0,Hispanic,Male,19,Veteran
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Hispanic,Male,1,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,27,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Female,19,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,32,Veteran
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,3,Novice
SENIOR INVESTIGATOR,Houston Fire Department (HFD),74270.0,Hispanic,Male,17,Experienced
PROJECT TECHNICIAN III,Public Works & Engineering-PWE,45074.0,Asian,Male,21,Veteran
IT PROJECT MANAGER,Public Works & Engineering-PWE,97581.0,Black,Male,12,Experienced
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,Hispanic,Male,9,Experienced
SENIOR UTILITY MECHANIC,Public Works & Engineering-PWE,36130.0,Black,Male,7,Novice
SENIOR OFFICE ASSISTANT,Public Works & Engineering-PWE,29931.0,Black,Female,14,Experienced
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,29,Veteran
ADMINISTRATIVE ASSOCIATE,Health & Human Services,36358.0,Black,Female,32,Veteran
COMMUNICATIONS CAPTAIN,Houston Fire Department (HFD),70181.0,Black,Male,18,Experienced
CUSTODIAN,Parks & Recreation,26125.0,Black,Female,1,Novice
PLANT OPERATOR TRAINEE,Public Works & Engineering-PWE,31158.0,Hispanic,Male,1,Novice
POLICE SERGEANT,Houston Police Department-HPD,74511.0,Hispanic,Male,8,Novice
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,24,Veteran
CAPTAIN,Houston Fire Department (HFD),70181.0,Black,Male,20,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,22,Veteran
POLICE OFFICER,Houston Police Department-HPD,55461.0,Asian,Male,9,Experienced
SENIOR DATA ENTRY OPERATOR,Public Works & Engineering-PWE,29016.0,Black,Female,5,Novice
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Hispanic,Male,2,Novice
LABORER,Public Works & Engineering-PWE,26125.0,Black,Male,13,Experienced
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,18,Experienced
ASSISTANT PROJECT MANAGER,Public Works & Engineering-PWE,49150.0,Black,Male,1,Novice
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,7,Novice
JAIL ATTENDANT,Houston Police Department-HPD,35318.0,Black,Female,8,Novice
OFFICE SERVICE MANAGER,Houston Police Department-HPD,63165.0,Black,Female,26,Veteran
MANAGEMENT ANALYST IV,Public Works & Engineering-PWE,70717.0,Black,Female,24,Veteran
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,3,Novice
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,White,Female,13,Experienced
NUTRITION SERVICES CHIEF,Health & Human Services,66178.0,Black,Female,23,Veteran
CAPTAIN,Houston Fire Department (HFD),70181.0,Hispanic,Male,26,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,34,Veteran
GRADUATE ENGINEER,Public Works & Engineering-PWE,52562.0,Hispanic,Female,1,Novice
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,White,Male,9,Experienced
POLICE CAPTAIN,Houston Police Department-HPD,104455.0,White,Male,21,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Black,Male,17,Experienced
UTILITY WORKER,Public Works & Engineering-PWE,32178.0,Black,Female,11,Experienced
PROGRAMMER ANALYST IV,Houston Police Department-HPD,72332.0,White,Male,3,Novice
POLICE LIEUTENANT,Houston Police Department-HPD,91181.0,White,Male,22,Veteran
POLICE OFFICER,Houston Police Department-HPD,55461.0,Black,Male,7,Novice
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,9,Experienced
EQUIPMENT OPERATOR III,Houston Airport System (HAS),40435.0,Hispanic,Male,20,Veteran
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,White,Male,1,Novice
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,Black,Male,3,Novice
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,White,Male,31,Veteran
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,9,Experienced
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Hispanic,Male,16,Experienced
MANAGING ENGINEER,Public Works & Engineering-PWE,114671.0,Asian,Male,26,Veteran
INSPECTOR,Public Works & Engineering-PWE,43264.0,Black,Male,5,Novice
POLICE OFFICER,Houston Police Department-HPD,60347.0,Hispanic,Male,11,Experienced
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,23,Veteran
FIELD SUPERVISOR,Public Works & Engineering-PWE,49608.0,Black,Male,26,Veteran
SPECIAL SERVICE REPRESENTATIVE,Houston Airport System (HAS),32323.0,Asian,Male,1,Novice
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,13,Experienced
STAFF PHARMACIST,Health & Human Services,83466.0,Black,Female,14,Experienced
SENIOR BUYER,Public Works & Engineering-PWE,47008.0,Black,Female,10,Experienced
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,Hispanic,Male,1,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,31,Veteran
SENIOR CLERK,Health & Human Services,26125.0,Hispanic,Female,18,Experienced
CHEMIST II,Public Works & Engineering-PWE,47840.0,Asian,Male,1,Novice
ENVIRONMENTAL INVESTIGATOR III,Health & Human Services,55806.0,Black,Male,29,Veteran
PROJECT MANAGER,Houston Airport System (HAS),76097.0,Hispanic,Male,13,Experienced
STAFF EPIDEMIOLOGIST,Health & Human Services,48672.0,Asian,Female,6,Novice
CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,36629.0,Hispanic,Male,21,Veteran
POLICE OFFICER,Houston Police Department-HPD,43443.0,Black,Male,1,Novice
SENIOR INVENTORY MANAGEMENT CLERK,Public Works & Engineering-PWE,28766.0,Hispanic,Male,9,Experienced
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,24,Veteran
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,9,Experienced
ADMINISTRATIVE ASSISTANT,Public Works & Engineering-PWE,38750.0,Black,Female,2,Novice
CAPTAIN,Houston Fire Department (HFD),66523.0,Hispanic,Male,15,Experienced
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Black,Male,20,Veteran
SEMI-SKILLED LABORER,Public Works & Engineering-PWE,27352.0,Black,Female,0,Novice
TECHNICAL HARDWARE ANALYST III,Public Works & Engineering-PWE,57200.0,Hispanic,Male,7,Novice
CAPTAIN,Houston Fire Department (HFD),70181.0,Hispanic,Male,18,Experienced
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,Hispanic,Male,14,Experienced
FIRE FIGHTER,Houston Fire Department (HFD),61226.0,Hispanic,Male,19,Veteran
UTILITY WORKER,Public Works & Engineering-PWE,29557.0,Black,Male,0,Novice
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,30,Veteran
CHIEF ARCHITECT,Houston Airport System (HAS),115416.0,Hispanic,Male,1,Novice
SENIOR POLICE TELECOMMUNICATOR,Houston Police Department-HPD,43722.0,Black,Female,9,Experienced
FIRE FIGHTER,Houston Fire Department (HFD),61226.0,White,Male,26,Veteran
UTILITY WORKER,Public Works & Engineering-PWE,39666.0,Black,Male,32,Veteran
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,23,Veteran
EQUIPMENT OPERATOR I,Houston Airport System (HAS),29453.0,Black,Male,10,Experienced
FINANCIAL ANALYST IV,Health & Human Services,68432.0,Black,Female,4,Novice
SANITARIAN II,Health & Human Services,47050.0,Black,Male,2,Novice
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,Hispanic,Male,10,Experienced
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,31,Veteran
SEMI-SKILLED LABORER,Houston Airport System (HAS),32906.0,Hispanic,Female,7,Novice
SENIOR POLICE SERVICE OFFICER,Houston Police Department-HPD,30888.0,White,Female,24,Veteran
FACILITIES TECHNICIAN I,Public Works & Engineering-PWE,31158.0,Black,Male,1,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,24,Veteran
INSPECTOR,Public Works & Engineering-PWE,53123.0,White,Male,4,Novice
FIRE FIGHTER,Houston Fire Department (HFD),61226.0,Black,Male,23,Veteran
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Black,Male,16,Experienced
EQUIPMENT WORKER,Parks & Recreation,29307.0,White,Male,2,Novice
BREASTFEEDING PEER COUNSELOR,Health & Human Services,27310.0,Hispanic,Female,1,Novice
ENGINEER,Public Works & Engineering-PWE,83036.0,White,Female,18,Experienced
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,22,Veteran
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Hispanic,Male,18,Experienced
ASSISTANT SUPERINTENDENT,Parks & Recreation,47466.0,Hispanic,Male,22,Veteran
JAIL ATTENDANT,Houston Police Department-HPD,37211.0,Black,Female,8,Novice
NUTRITIONIST CONSULTANT,Health & Human Services,58855.0,Native American,Female,17,Experienced
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Black,Female,20,Veteran
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,White,Male,9,Experienced
SURVEILLANCE INVESTIGATOR EPIDEMIOLOGY,Health & Human Services,38563.0,Black,Female,17,Experienced
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,31,Veteran
PUBLIC WORKS MAINTENANCE MANAGER,Public Works & Engineering-PWE,83734.0,Black,Male,27,Veteran
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,Hispanic,Male,14,Experienced
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,White,Male,4,Novice
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,15,Experienced
MAINTENANCE MECHANIC III,Houston Airport System (HAS),39707.0,White,Male,6,Novice
SUPERINTENDENT,Houston Airport System (HAS),75462.0,Black,Male,20,Veteran
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,White,Male,14,Experienced
UTILITY WORKER,Public Works & Engineering-PWE,28995.0,Asian,Male,1,Novice
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000.0,Black,Male,1,Novice
UTILITY WORKER,Public Works & Engineering-PWE,39666.0,Hispanic,Male,17,Experienced
ADMINISTRATION MANAGER,Health & Human Services,87222.0,Black,Female,10,Experienced
POLICE OFFICER,Houston Police Department-HPD,47650.0,Black,Female,4,Novice
JAIL ATTENDANT,Houston Police Department-HPD,35838.0,Black,Female,4,Novice
LABORER,Houston Airport System (HAS),26125.0,Black,Male,10,Experienced
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,15,Experienced
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,9,Experienced
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Black,Male,22,Veteran
LABORER,Houston Airport System (HAS),26125.0,Black,Female,9,Experienced
SENIOR PAYROLL CLERK,Houston Police Department-HPD,34216.0,Hispanic,Female,8,Novice
INVESTIGATOR,Houston Fire Department (HFD),66523.0,White,Male,13,Experienced
SENIOR CUSTOMER SERVICE CLERK,Houston Police Department-HPD,33550.0,Black,Female,2,Novice
SENIOR PUBLIC HEALTH EDUCATOR,Health & Human Services,44366.0,Asian,Female,1,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,25,Veteran
CUSTOMER SERVICE CLERK,Houston Police Department-HPD,26250.0,Black,Female,9,Experienced
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,7,Novice
SENIOR PLAN ANALYST,Public Works & Engineering-PWE,51584.0,Black,Male,1,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,21,Veteran
FIELD SUPERVISOR,Public Works & Engineering-PWE,41267.0,Black,Male,10,Experienced
ASSISTANT DIRECTOR (EXECUTIVE LEVEL),Houston Airport System (HAS),128606.0,White,Female,23,Veteran
DIVISION MANAGER,Public Works & Engineering-PWE,93089.0,Black,Female,11,Experienced
SENIOR REGULATORY INVESTIGATOR,Houston Airport System (HAS),43826.0,Hispanic,Male,24,Veteran
ADMINISTRATIVE SPECIALIST,Public Works & Engineering-PWE,56489.0,Black,Male,15,Experienced
ADMINISTRATIVE ASSISTANT,Parks & Recreation,41330.0,Hispanic,Female,28,Veteran
POLICE OFFICER,Houston Police Department-HPD,47650.0,Black,Female,4,Novice
TECHNICAL HARDWARE ANALYST I,Public Works & Engineering-PWE,39666.0,White,Female,3,Novice
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,9,Experienced
SENIOR MICROCOMPUTER ANALYST,Houston Police Department-HPD,62481.0,Hispanic,Male,7,Novice
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,9,Experienced
JAIL ATTENDANT,Houston Police Department-HPD,37461.0,Black,Female,8,Novice
UTILITY WORKER,Public Works & Engineering-PWE,37606.0,Black,Male,10,Experienced
SENIOR UTILITY MECHANIC,Public Works & Engineering-PWE,36962.0,Hispanic,Male,9,Experienced
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Female,35,Veteran
ADMINISTRATIVE SPECIALIST,Houston Fire Department (HFD),52000.0,Black,Female,9,Experienced
INSPECTOR,Public Works & Engineering-PWE,43264.0,Black,Male,1,Novice
POLICE OFFICER,Houston Police Department-HPD,55461.0,Asian,Male,8,Novice
ADMINISTRATIVE SPECIALIST,Houston Police Department-HPD,47996.0,Black,Female,7,Novice
SYSTEMS SUPPORT ANALYST IV,Houston Police Department-HPD,78286.0,White,Male,18,Experienced
MANAGEMENT ANALYST IV,Health & Human Services,65338.0,White,Female,3,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,26,Veteran
POLICE OFFICER,Houston Police Department-HPD,45279.0,Hispanic,Female,3,Novice
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,26,Veteran
SENIOR PROJECT MANAGER,Public Works & Engineering-PWE,77325.0,White,Male,8,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,23,Veteran
GROUND TRANSPORTATION REPRESENTATIVE,Houston Airport System (HAS),32157.0,Asian,Female,23,Veteran
POLICE OFFICER,Houston Police Department-HPD,45279.0,White,Male,3,Novice
POLICE SERVICE OFFICER,Houston Police Department-HPD,27914.0,Black,Female,5,Novice
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,23,Veteran
CAPTAIN,Houston Fire Department (HFD),70181.0,Black,Male,22,Veteran
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,Black,Male,12,Experienced
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,White,Male,10,Experienced
POLICE SERGEANT,Houston Police Department-HPD,77076.0,White,Male,15,Experienced
EQUIPMENT WORKER,Public Works & Engineering-PWE,37211.0,Black,Male,32,Veteran
BUILDING MAINTENANCE SUPERVISOR,Parks & Recreation,30347.0,Black,Female,21,Veteran
MOBILITY SERVICE OFFICER,Houston Police Department-HPD,44429.0,Hispanic,Female,11,Experienced
SECURITY OFFICER,Houston Airport System (HAS),29286.0,Hispanic,Male,5,Novice
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,34,Veteran
POLICE CAPTAIN,Houston Police Department-HPD,104455.0,Black,Male,33,Veteran
POLICE OFFICER,Houston Police Department-HPD,43443.0,White,Male,2,Novice
COMMUNICATIONS CAPTAIN,Houston Fire Department (HFD),66523.0,Black,Male,13,Experienced
POLICE OFFICER,Houston Police Department-HPD,43443.0,White,Male,2,Novice
POLICE OFFICER,Houston Police Department-HPD,55461.0,Asian,Male,7,Novice
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,Hispanic,Male,7,Novice
